category,domain_name,file_name,file_urls,files,meaning,word
n.f.,uchicago_S_Hassan,rikə̄b.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03446.mp3,,"plate, dish, cover, shield",rikə̄b
adj.,uchicago_S_Hassan,rindι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03447.mp3,,"clever, quick, fast, speedy, witty",rindι
n.f.,uchicago_S_Hassan,rušwat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03448.mp3,,"ill will, bribe",rušwat
n.f.,uchicago_S_Hassan,riš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03449.mp3,,"spite, ill feeling, nastiness, unkindness, malevolence, malice",riš
n.m.,uchicago_S_Hassan,rīšam tʰān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03450.mp3,,silk cloth,rīšam tʰān
n.f.,uchicago_S_Hassan,rīšam.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03451.mp3,,silk fabric,rīšam
adj.,uchicago_S_Hassan,rīšǝmi.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03452.mp3,,silky,rīšǝmi
n.m.,uchicago_S_Hassan,rišī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03453.mp3,,"sage, guru, intellectual",rišī
n.m.,uchicago_S_Hassan,rīšm kʰānι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03454.mp3,,silk-cottage,rīšm kʰānι
n.f.,uchicago_S_Hassan,rīt.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03455.mp3,,"ceremonial, observance, ritual",rīt
n.f.,uchicago_S_Hassan,rewāj.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03456.mp3,,"custom, tradition, convention, norm, ritual, habit",rewāj
v.,uchicago_S_Hassan,riwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03457.mp3,,mourn,riwun
n.f.,uchicago_S_Hassan,riyāsat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03458.mp3,,"state, nation, land, territory",riyāsat
n.m.,uchicago_S_Hassan,roḍι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03459.mp3,,bowels,roḍι
n.,uchicago_S_Hassan,rōk.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03460.mp3,,"hindrance, obstruction, barrier",rōk
n.m.,uchicago_S_Hassan,rōⁿkʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03461.mp3,,hip,rōⁿkʰ
v.,uchicago_S_Hassan,rokʰsat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03462.mp3,,"departure, leaving, going away",rokʰsat
v.,uchicago_S_Hassan,rōkun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03463.mp3,,"restrain, hold back, control, bring under control",rōkun
n.m.,uchicago_S_Hassan,roⁿg.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03464.mp3,,clove,roⁿg
n.f.,uchicago_S_Hassan,rͻnʸi.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03465.mp3,,bell,rͻnʸi
n.f.,uchicago_S_Hassan,ropāy.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03466.mp3,,rupee,ropāy
n.m.,uchicago_S_Hassan,ropʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03467.mp3,,"repair, darning",ropʰ
v.,uchicago_S_Hassan,rošan karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03468.mp3,,to lighten,rošan karun
v.,uchicago_S_Hassan,rōzun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03469.mp3,,"continue, carry on, persist, go on, prolong, maintain, go on with, remain, stay",rōzun
v.,uchicago_S_Hassan,rōzān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03470.mp3,,"dwell, reside, stay, inhabit, settle",rōzān
v.,uchicago_S_Hassan,rōzdār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03471.mp3,,one who fasts in Muslims,rōzdār
v.,uchicago_S_Hassan,rozι tʰāwin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03472.mp3,,to fast,rozι tʰāwin
n.m.,uchicago_S_Hassan,rozι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03473.mp3,,"fasting, a religious practice in Muslims",rozι
v.,uchicago_S_Hassan,rūd pʸun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03474.mp3,,"rain, fall, shower",rūd pʸun
n.,uchicago_S_Hassan,rūd.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03475.mp3,,"rain, rainfall, shower",rūd
n.m.,uchicago_S_Hassan,ruh.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03476.mp3,,"spirit, soul, inner self, life-force",ruh
n.m.,uchicago_S_Hassan,ruhan.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03477.mp3,,garlic,ruhan
n.,uchicago_S_Hassan,rukʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03478.mp3,,"aspect, facet, phase, side",rukʰ
v.,uchicago_S_Hassan,rukʰsat karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03479.mp3,,send away,rukʰsat karun
n.m.,uchicago_S_Hassan,rukʰsat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03480.mp3,,"farewell, send-off, goodbye",rukʰsat
n.f.,uchicago_S_Hassan,rum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03481.mp3,,"crack, slit, rift, gap, break, fissure",rum
n.m.,uchicago_S_Hassan,rōm.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03482.mp3,,Turkey,rōm
n.f.,uchicago_S_Hassan,rumāl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03483.mp3,,handkerchief,rumāl
n.m.,uchicago_S_Hassan,rūn.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03484.mp3,,husband,rūn
n.m.,uchicago_S_Hassan,ruⁿgāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03485.mp3,,tomato,ruⁿgāwun
n.m.,uchicago_S_Hassan,rūp.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03486.mp3,,"disguise, mask, costume",rūp
prep.,uchicago_S_Hassan,rust.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03487.mp3,,"without, with no, lacking, not including",rust
adj.,uchicago_S_Hassan,ruswā gomut.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03488.mp3,,"disgraced, embarrassed, dishonored, mortified, shamed",ruswā gomut
v.,uchicago_S_Hassan,rušwat dʸun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03489.mp3,,"to corrupt, bribe, buy off, pay off",rušwat dʸun
v.,uchicago_S_Hassan,rušwat raṭun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03490.mp3,,"bribe, corrupt, buying-off, paying-off, enticement",rušwat raṭun
n.f.,uchicago_S_Hassan,rūsʸ kǝṭ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03491.mp3,,musk deer,rūsʸ kǝṭ
adj.,uchicago_S_Hassan,rιʦ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03492.mp3,,"admirable, commendable, venerable, respected, honoured",rιʦ
adj.,uchicago_S_Hassan,rupyiwōl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03493.mp3,,"rich, wealthy, well off",rupyiwōl
n.f.,uchicago_S_Hassan,rιʦǝr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03494.mp3,,"benevolence, kindness, generosity, goodwill",rιʦǝr
n.f.,uchicago_S_Hassan,rə̄cʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03495.mp3,,"protector, guard, guardian, shield, defender",rə̄cʰ
v.,uchicago_S_Hassan,rə̄cʰ karin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03496.mp3,,"watch over, observe, look at, look after, guard, take care of",rə̄cʰ karin
v.,uchicago_S_Hassan,rə̄cʰ rozun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03497.mp3,,"preserve, protect, conserve, safeguard, care for",rə̄cʰ rozun
n.,uchicago_S_Hassan,rīⁿṭʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03498.mp3,,"crying, howling",rīⁿṭʰ
n.m.,uchicago_S_Hassan,rōšan.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03499.mp3,,bright,rōšan
n.m.,uchicago_S_Hassan,rāzdār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03500.mp3,,with whom secrets are shared,rāzdār
adv.,uchicago_S_Hassan,rə̄ʦ patι rə̄ʦ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03501.mp3,,night after night,rə̄ʦ patι rə̄ʦ
adj.,uchicago_S_Hassan,rə̄zʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03502.mp3,,"content, happy satisfied, pleased, comfortable",rə̄zʸ
n.,uchicago_S_Hassan,sa.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03503.mp3,,"sir, madam",sa
v.,uchicago_S_Hassan,sabab.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03504.mp3,,"cause, produce, set off, begin, affect",sabab
n.f.,uchicago_S_Hassan,sab.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03505.mp3,,serving of feast,sab
n.m.,uchicago_S_Hassan,sabak.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03506.mp3,,"lesson, message, moral, lecture",sabak
n.f.,uchicago_S_Hassan,sābanʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03507.mp3,,soap,sābanʸ
interj.,uchicago_S_Hassan,šabāš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03508.mp3,,"well done, bravo, congratulations, good for you, good job",šabāš
n.f.,uchicago_S_Hassan,sābni pʰʸekʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03509.mp3,,washing powder,sābni pʰʸekʰ
n.f.,uchicago_S_Hassan,šabnum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03510.mp3,,"dew drop, bead of moisture, droplet",šabnum
n.f.,uchicago_S_Hassan,sabιr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03511.mp3,,"patience, tolerance, staying power, lack of complaint, endurance",sabιr
n.m.,uchicago_S_Hassan,sabūt.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03512.mp3,,"proof, facts, evidence",sabūt
adj.,uchicago_S_Hassan,sabz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03513.mp3,,green,sabz
n.m.,uchicago_S_Hassan,sabιz krāⁿk.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03514.mp3,,emerald,sabιz krāⁿk
adj.,uchicago_S_Hassan,šād.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03515.mp3,,"merry, happy, joyous",šād
n.,uchicago_S_Hassan,sɔ̄d.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03516.mp3,,"quarter, fourth part",sɔ̄d
n.,uchicago_S_Hassan,sadā.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03517.mp3,,"sound, ring out, signal",sadā
n.,uchicago_S_Hassan,sadah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03518.mp3,,seventeen,sadah
n.f.,uchicago_S_Hassan,saḍakʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03519.mp3,,"road, street, way",saḍakʰ
adj.,uchicago_S_Hassan,sadǝhʸum.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03520.mp3,,seventeenth,sadǝhʸum
adj.,uchicago_S_Hassan,sādik.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03521.mp3,,"sincere, truthful, honest, earnest",sādik
n.m.,uchicago_S_Hassan,sādū.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03522.mp3,,ascetic,sādū
adj.,uchicago_S_Hassan,sādι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03523.mp3,,"blank, clean, uniform, plain",sādι
v.,uchicago_S_Hassan,sāf karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03524.mp3,,"wipe, rub, wipe down, swab clean",sāf karun
adj.,uchicago_S_Hassan,sāf.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03525.mp3,,"clear, clean, spotless, dirt free, fresh, unpolluted, uncontaminated",sāf
n.m.,uchicago_S_Hassan,šafak.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03526.mp3,,"twilight, nightfall, sunset, sundown, dusk",šafak
v.,uchicago_S_Hassan,safar karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03527.mp3,,"to travel, journey, take a trip, move",safar karun
v.,uchicago_S_Hassan,safar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03528.mp3,,"journey, travel, trip",safar
n.,uchicago_S_Hassan,safēd.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03529.mp3,,white,safēd
adj.,uchicago_S_Hassan,safēd-šīn.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03530.mp3,,of the colour of snow,safēd-šīn
adj.,uchicago_S_Hassan,safēd-poš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03531.mp3,,"dressed in white, poor, unfortunate",safēd-poš
n.m.,uchicago_S_Hassan,safēd-sɔn.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03532.mp3,,white-gold,safēd-sɔn
n.m.,uchicago_S_Hassan,šāgird.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03533.mp3,,"disciple, learner, scholar, pupil, student, follower",šāgird
v.,uchicago_S_Hassan,šah hʸun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03534.mp3,,"to breathe, take breaths, respire, inhale, exhale, suck in air, take in air",šah hʸun
n.,uchicago_S_Hassan,šah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03535.mp3,,"breath, inhalation, gulp of air, breathing, lungful of air, mouthful of air",šah
n.f.,uchicago_S_Hassan,šahādat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03536.mp3,,"testimony, proof, evidence, indication",šahādat
n.f.,uchicago_S_Hassan,safə̄yī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03537.mp3,,"cleanliness, sanitation, purity, hygiene",safə̄yī
n.f.,uchicago_S_Hassan,sahal pə̄ṭʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03538.mp3,,"easily, with ease, effortlessness, no difficulty, straightforwardness",sahal pə̄ṭʰ
adj.,uchicago_S_Hassan,sahal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03539.mp3,,"easy, effortless, unproblematic, simple",sahal
v.,uchicago_S_Hassan,šahmāt dʸun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03540.mp3,,"to place in checkmate, defeat, the winning position in chess",šahmāt dʸun
n.m.,uchicago_S_Hassan,šahmār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03541.mp3,,cobra,šahmār
n.m.,uchicago_S_Hassan,šahar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03542.mp3,,"& adj. city, municipality, capital, urban, town, metropolitan",šahar
n.m.,uchicago_S_Hassan,sahar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03543.mp3,,before dawn or daybreak,sahar
n.m.,uchicago_S_Hassan,šahrī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03544.mp3,,"citizen, inhabitant, resident, civilian, city dweller",šahrī
adj.,uchicago_S_Hassan,šahruk.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03545.mp3,,"urban people, town people, metropolitan people",šahruk
n.f.,uchicago_S_Hassan,sahūliyet.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03546.mp3,,"ease, effortlessness, no difficulty, straightforwardness",sahūliyet
n.m.,uchicago_S_Hassan,šə̄j.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03547.mp3,,jackal,šə̄j
v.,uchicago_S_Hassan,sajāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03548.mp3,,"to embellish, decorate",sajāwun
v.,uchicago_S_Hassan,sə̄zis.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03549.mp3,,"to plot, plan, conspire",sə̄zis
n.m.,uchicago_S_Hassan,sakι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03550.mp3,,water-carrier,sakι
adj.,uchicago_S_Hassan,sakʰ dil.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03551.mp3,,"heartless, merciless, unfeeling, unkind",sakʰ dil
v.,uchicago_S_Hassan,šakʰ karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03552.mp3,,"to doubt, mistrust, suspect, distrust, question",šakʰ karun
n.m.,uchicago_S_Hassan,šakʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03553.mp3,,"doubt, distrust, disbelief, suspicion, skepticism",šakʰ
adj.,uchicago_S_Hassan,šakī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03554.mp3,,"doubtful, uncertain, suspicious, unpromising",šakī
n.m.,uchicago_S_Hassan,šakʰdar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03555.mp3,,"spy, secret agent, detective",šakʰdar
adj.,uchicago_S_Hassan,sāki.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03556.mp3,,cup-bearer,sāki
adj.,uchicago_S_Hassan,sakʰt.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03557.mp3,,"stern, severe, strong, cruel",sakʰt
n.m.,uchicago_S_Hassan,sakābι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03558.mp3,,"name of a disease, a type of influenza",sakābι
v.,uchicago_S_Hassan,šakʰι kaḍun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03559.mp3,,"to convince, talk into, induce, satisfy",šakʰι kaḍun
n.,uchicago_S_Hassan,šakʰιs.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03560.mp3,,"person, human being, individual, one, someone, anyone",šakʰιs
n.m.,uchicago_S_Hassan,šakl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03561.mp3,,"expression, look, appearance, countenance",šakl
adv.,uchicago_S_Hassan,šakι-rustι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03562.mp3,,"doubtless, no doubt, without a doubt, beyond question",šakι-rustι
n.m.,uchicago_S_Hassan,sikι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03563.mp3,,"a stamp, seal",sikι
n.m.,uchicago_S_Hassan,sāl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03564.mp3,,"invitation, feast, banquet, dinner, formal meal",sāl
n.m.,uchicago_S_Hassan,šal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03565.mp3,,"jackal, wolf",šal
n.f.,uchicago_S_Hassan,sāl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03566.mp3,,"wife’s sister, sister-in-law",sāl
v.,uchicago_S_Hassan,salah karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03567.mp3,,"consult, talk to, discuss with, seek advice from, see",salah karun
n.m.,uchicago_S_Hassan,salah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03568.mp3,,"peace, end of war, harmony, reconciliation, freedom from strife",salah
n.m.,uchicago_S_Hassan,salah karanwōl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03569.mp3,,"advisor, counselor, mediator, mentor, expert",salah karanwōl
n.f.,uchicago_S_Hassan,šə̄yirī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03570.mp3,,poetry,šə̄yirī
n.,uchicago_S_Hassan,sə̄juv.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03571.mp3,,"the husband of a wife's sister, a wife's brother-in-law",sə̄juv
n.m.,uchicago_S_Hassan,salah mašwarι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03572.mp3,,"suggestion, counsel, opinion, recommendation",salah mašwarι
n.m.,uchicago_S_Hassan,šə̄yir.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03573.mp3,,a poet,šə̄yir
v.,uchicago_S_Hassan,salām karin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03574.mp3,,"to salute, to greet, welcome, address, to compliment",salām karin
n.,uchicago_S_Hassan,salāmī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03575.mp3,,"salute, greetings, good wishes, compliments",salāmī
v.,uchicago_S_Hassan,sojran.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03576.mp3,,"making cheap, bringing down the price of something dear",sojran
n.f.,uchicago_S_Hassan,sͻjer.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03577.mp3,,"cheapness, low price",sͻjer
n.m.,uchicago_S_Hassan,šālbāpʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03578.mp3,,shawl-weaver,šālbāpʰ
n.f.,uchicago_S_Hassan,salə̄kʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03579.mp3,,rod,salə̄kʰ
n.,uchicago_S_Hassan,šām.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03580.mp3,,"evening, dusk, nightfall, late afternoon",šām
n.,uchicago_S_Hassan,šuzιran.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03581.mp3,,purification,šuzιran
n.m.,uchicago_S_Hassan,šamā.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03582.mp3,,candle,šamā
adj.,uchicago_S_Hassan,samajdār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03583.mp3,,"understanding, appreciative, thoughtful, considerate",samajdār
n.,uchicago_S_Hassan,samak.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03584.mp3,,gum,samak
n.f.,uchicago_S_Hassan,samal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03585.mp3,,pickaxe,samal
n.m.,uchicago_S_Hassan,samandar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03586.mp3,,sea,samandar
n.m.,uchicago_S_Hassan,šezādι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03587.mp3,,a tiger,šezādι
v.,uchicago_S_Hassan,sambιlun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03588.mp3,,"arrange to, array, organize, position",sambιlun
v.,uchicago_S_Hassan,sambālun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03589.mp3,,"titivates, do up, dress up, adorn, decorate, beautify",sambālun
adj.,uchicago_S_Hassan,sambrāwunι āmut.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03590.mp3,,"contained, enclosed, controlled, limited",sambrāwunι āmut
v.,uchicago_S_Hassan,sambιrun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03591.mp3,,assembled,sambιrun
v.,uchicago_S_Hassan,samitʰ rozun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03592.mp3,,to keep together,samitʰ rozun
adv.,uchicago_S_Hassan,samitʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03593.mp3,,"together, jointly, as one, mutually, collectively",samitʰ
v.,uchicago_S_Hassan,samkʰun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03594.mp3,,to meet,samkʰun
v.,uchicago_S_Hassan,sammun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03595.mp3,,"summon, assemble, bring together, accumulate, gather",sammun
v.,uchicago_S_Hassan,šūrmut.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03596.mp3,,"prepared, repaired",šūrmut
n.f.,uchicago_S_Hassan,šamšēr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03597.mp3,,sword,šamšēr
adj.,uchicago_S_Hassan,šə̄mʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03598.mp3,,"dark blue, dark-coloured",šə̄mʸ
n.m.,uchicago_S_Hassan,samawār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03599.mp3,,special type of copper decanter used for the preparation of tea,samawār
n.f.,uchicago_S_Hassan,san.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03600.mp3,,"burglary, robbery, break-in",san
prep.,uchicago_S_Hassan,sān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03601.mp3,,"in addition to, plus, including, as well as, through, together with, along with",sān
n.m.,uchicago_S_Hassan,šāⁿdgoⁿd.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03602.mp3,,"cushion, pillow",šāⁿdgoⁿd
n.m.,uchicago_S_Hassan,šāmι-sͻndǝr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03603.mp3,,dark and comely,šāmι-sͻndǝr
n.m.,uchicago_S_Hassan,sandūk.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03604.mp3,,"trunk, case, box, coffer, crate",sandūk
n.m.,uchicago_S_Hassan,sahāy.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03605.mp3,,"a help, succour, aid, assistance",sahāy
adj.,uchicago_S_Hassan,saⁿgdil.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03606.mp3,,"cruel, unkind, mean, pitiless, harsh",saⁿgdil
n.,uchicago_S_Hassan,saⁿgimarmar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03607.mp3,,marble,saⁿgimarmar
n.f.,uchicago_S_Hassan,saⁿgi-sulaymə̄nī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03608.mp3,,onyx,saⁿgi-sulaymə̄nī
n.f.,uchicago_S_Hassan,sangrezι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03609.mp3,,gravel,sangrezι
n.f.,uchicago_S_Hassan,sangtarι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03610.mp3,,orange,sangtarι
n.m.,uchicago_S_Hassan,šānιšɔwkat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03611.mp3,,"pomp, display, splendor, showiness",šānιšɔwkat
adj.,uchicago_S_Hassan,šāⁿš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03612.mp3,,"breathless, out of breath, puffing, winded, wheezing",šāⁿš
n.m.,uchicago_S_Hassan,santrī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03613.mp3,,"sentry, guard",santrī
n.f.,uchicago_S_Hassan,sanʸer.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03614.mp3,,"declivity, deepness, intensity, strength",sanʸer
n.m.,uchicago_S_Hassan,šiyah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03615.mp3,,name of a Muslim sect,šiyah
n.m.,uchicago_S_Hassan,šānι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03616.mp3,,shoulder,šānι
n.m.,uchicago_S_Hassan,sanι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03617.mp3,,"year, era, period, time, age",sanι
n.m.,uchicago_S_Hassan,šāyiwōl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/03618.mp3,,one who possesses a place,šāyiwōl
