category,domain_name,file_name,file_urls,files,meaning,word
adj.,uchicago_S_Hassan,keⁿh.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01887.mp3,,"some, a number of, a few, several",keⁿh
adv.,uchicago_S_Hassan,kʰə̄bʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01888.mp3,,in a dream,kʰə̄bʸ
n.,uchicago_S_Hassan,kēnʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01889.mp3,,"bamboo, wicker",kēnʸ
n.,uchicago_S_Hassan,kǝr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01890.mp3,,"wooden rod, pole",kǝr
n.m.,uchicago_S_Hassan,kǝsid.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01891.mp3,,"apostle, messenger, missionary",kǝsid
n.f.,uchicago_S_Hassan,kǝstūr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01892.mp3,,back-bird,kǝstūr
n.m.,uchicago_S_Hassan,koš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01893.mp3,,husk,koš
adj.,uchicago_S_Hassan,kǝšur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01894.mp3,,Kashmiri,kǝšur
n.f.,uchicago_S_Hassan,kǝsyānι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01895.mp3,,"vomiting, nausea, queasiness",kǝsyānι
n.f.,uchicago_S_Hassan,kǝtij.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01896.mp3,,"swallow, a kind of migratory bird",kǝtij
v.,uchicago_S_Hassan,kǝtι-kǝtι karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01897.mp3,,"to tickle, entertain, scratch, irritate",kǝtι-kǝtι karun
n.m.,uchicago_S_Hassan,kǝtι-kǝtι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01898.mp3,,tickle,kǝtι-kǝtι
v.,uchicago_S_Hassan,kʰāb wucʰun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01899.mp3,,"to dream, wish, hope, castle in the sky, fantasy",kʰāb wucʰun
n.m.,uchicago_S_Hassan,kʰāb.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01900.mp3,,"dream, delusion",kʰāb
n.,uchicago_S_Hassan,kʰabar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01901.mp3,,"information, news bulletin, news update",kʰabar
n.f.,uchicago_S_Hassan,kʰabarī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01902.mp3,,"news agent, reporter, spy",kʰabarī
n.,uchicago_S_Hassan,kʰabardār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01903.mp3,,"vigilance, watchfulness, care, caution, attention, observation, alertness, awareness",kʰabardār
n.,uchicago_S_Hassan,kʰābas manz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01904.mp3,,in a dream,kʰābas manz
v.,uchicago_S_Hassan,kʰabr din.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01905.mp3,,"report, inform, convey, give an account",kʰabr din
n.,uchicago_S_Hassan,kʰah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01906.mp3,,"ploughing field, land",kʰah
v.,uchicago_S_Hassan,kʰahiš karin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01907.mp3,,"wish for, crave, long for, want",kʰahiš karin
n.f.,uchicago_S_Hassan,kʰāhiš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01908.mp3,,"wish, desire, hope, want, craving",kʰāhiš
n.m.,uchicago_S_Hassan,kʰajerʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01909.mp3,,"wideness, size, girth",kʰajerʸ
n.m.,uchicago_S_Hassan,kʰākι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01910.mp3,,"map, atlas, chart",kʰākι
n.f.,uchicago_S_Hassan,kʰāsιr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01911.mp3,,posterior part of skull,kʰāsιr
n.,uchicago_S_Hassan,kʰāsι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01912.mp3,,muslin,kʰāsι
n.m.,uchicago_S_Hassan,kʰal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01913.mp3,,threshing-floor,kʰal
n.,uchicago_S_Hassan,kʰalak.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01914.mp3,,"creature, human being, individual",kʰalak
v.,uchicago_S_Hassan,kʰalās gaʦun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01915.mp3,,"to release, deliver, discharge",kʰalās gaʦun
adj.,uchicago_S_Hassan,kʰalās.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01916.mp3,,free,kʰalās
v.,uchicago_S_Hassan,kʰālun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01917.mp3,,"ascend, go up, mount, rise",kʰālun
n.f.,uchicago_S_Hassan,kʰalwakʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01918.mp3,,privacy,kʰalwakʰ
adj.,uchicago_S_Hassan,kʰām.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01919.mp3,,"raw, uncooked , underdone",kʰām
adj.,uchicago_S_Hassan,kʰām mewι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01920.mp3,,"unripe fruit, unprepared fruit",kʰām mewι
n.f.,uchicago_S_Hassan,kʰambīr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01921.mp3,,yeast,kʰambīr
adj.,uchicago_S_Hassan,kʰāmōš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01922.mp3,,"silent, mute, quiet, not saying anything",kʰāmōš
adj.,uchicago_S_Hassan,kʰāmtamā.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01923.mp3,,"greedy, ravenous, insatiable",kʰāmtamā
n.,uchicago_S_Hassan,kʰaⁿḍ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01924.mp3,,sugar,kʰaⁿḍ
n.,uchicago_S_Hassan,kʰāndān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01925.mp3,,"family, relations, family tree",kʰāndān
n.m.,uchicago_S_Hassan,kʰāndār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01926.mp3,,husband,kʰāndār
n.m.,uchicago_S_Hassan,kʰāⁿdar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01927.mp3,,"marriage, wedding, nuptials, matrimony",kʰāⁿdar
n.m.,uchicago_S_Hassan,kʰanduk.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01928.mp3,,"trench, dugout, drain, channel",kʰanduk
n.,uchicago_S_Hassan,kʰanjar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01929.mp3,,"dagger, table knife, blade, carving knife, cook's knife, bread knife",kʰanjar
v.,uchicago_S_Hassan,kʰanun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01930.mp3,,"dig, excavate, hollow out, burrow, break up, earth cutting, comment, taunt",kʰanun
n.,uchicago_S_Hassan,kǝmīz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01931.mp3,,shirt,kǝmīz
v.,uchicago_S_Hassan,kʰar ṭāⁿg dinʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01932.mp3,,bray,kʰar ṭāⁿg dinʸ
n.m.,uchicago_S_Hassan,kͻkatʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01933.mp3,,"not in favour, out of the ordinary",kͻkatʰ
n.m.,uchicago_S_Hassan,kʰār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01934.mp3,,blacksmith,kʰār
n.m.,uchicago_S_Hassan,kʰar.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01935.mp3,,donkey,kʰar
n.m.,uchicago_S_Hassan,kʰārizalīl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01936.mp3,,"scoundrel, rascal, crook, fraudulent",kʰārizalīl
v.,uchicago_S_Hassan,kʰarāb karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01937.mp3,,"spoil, ruin, mess up, destroy, blot",kʰarāb karun
n.f.,uchicago_S_Hassan,kʰarābī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01938.mp3,,"corruption, dishonesty, crookedness, damaged",kʰarābī
adj.,uchicago_S_Hassan,kʰarāb.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01939.mp3,,"worthless, of no value, useless, meaningless",kʰarāb
n.m.,uchicago_S_Hassan,kʰarbιz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01940.mp3,,musk melon,kʰarbιz
n.m.,uchicago_S_Hassan,kʰargōš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01941.mp3,,hare,kʰargōš
n.m.,uchicago_S_Hassan,kʰaric.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01942.mp3,,"cost, expenditure, expense, charge",kʰaric
n.,uchicago_S_Hassan,kabzι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01943.mp3,,"control, have power over, custody",kabzι
n.m.,uchicago_S_Hassan,kʰārut.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01944.mp3,,foal,kʰārut
n.f.,uchicago_S_Hassan,kʰārιbāy.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01945.mp3,,blacksmith’s wife,kʰārιbāy
v.,uchicago_S_Hassan,kʰarιc karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01946.mp3,,"to spend, use, consume",kʰarιc karun
adv.,uchicago_S_Hassan,kʰās kǝritʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01947.mp3,,"especially, particularly, specially, above all",kʰās kǝritʰ
n.m.,uchicago_S_Hassan,kʰas.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01948.mp3,,"elevation, enlargement, escalation, augmentation",kʰas
n.m.,uchicago_S_Hassan,kʰāš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01949.mp3,,"piece, portion, serving, segment",kʰāš
v.,uchicago_S_Hassan,kʰaš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01950.mp3,,"slaughter, kill, butcher, murder",kʰaš
n.m.,uchicago_S_Hassan,kʰaškʰāš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01951.mp3,,"poppy oil, poppy seed",kʰaškʰāš
n.f.,uchicago_S_Hassan,kʰaslat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01952.mp3,,"habit, tendency, addiction, problem, origin",kʰaslat
v.,uchicago_S_Hassan,kʰasun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01953.mp3,,"ascend, climb, rise, come, lead",kʰasun
v.,uchicago_S_Hassan,kʸulis kʰasun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01954.mp3,,"climb on tree, mount, get on",kʸulis kʰasun
v.,uchicago_S_Hassan,kohas kʰasun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01955.mp3,,"rise, go up, mount, get higher, come up",kohas kʰasun
v.,uchicago_S_Hassan,hʸur kʰasun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01956.mp3,,"ascend, step up, escalate, leap",hʸur kʰasun
n.m.,uchicago_S_Hassan,kʰānι mājer.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01957.mp3,,spoiling a child by praising it even when it is naughty by his mother,kʰānι mājer
n.f.,uchicago_S_Hassan,kʰāsyet.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01958.mp3,,"essence, fundamental nature, real meaning, core",kʰāsyet
n.m.,uchicago_S_Hassan,kʰat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01959.mp3,,"letter, epistle",kʰat
adj.,uchicago_S_Hassan,kʰatarnāk.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01960.mp3,,"deadly, fatal, serious, critical, dangerous",kʰatarnāk
v.,uchicago_S_Hassan,kʰaṭitʰ tʰāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01961.mp3,,"secrete, hide, mask, cover up, veil",kʰaṭitʰ tʰāwun
adj.,uchicago_S_Hassan,kʰaṭitʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01962.mp3,,"concealed, hidden, covered, buried, obscured, masked, secret",kʰaṭitʰ
n.,uchicago_S_Hassan,kʰatrι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01963.mp3,,"danger, hazard, risk, threat",kʰatrι
prep.,uchicago_S_Hassan,kʰə̄trι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01964.mp3,,"for, on behalf of, in lieu of, in support of",kʰə̄trι
v.,uchicago_S_Hassan,kʰaṭṭun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01965.mp3,,"concealed, veiled, secreted",kʰaṭṭun
n.,uchicago_S_Hassan,kʰaṭ kʰaṭ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01966.mp3,,"knock, thump",kʰaṭ kʰaṭ
n.m.,uchicago_S_Hassan,kʰānι mōl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01967.mp3,,spoiling a child by showing affection or praising it even when it is naughty by his father,kʰānι mōl
n.f.,uchicago_S_Hassan,kʰawāhiš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01968.mp3,,"desire, wish, want, longing",kʰawāhiš
n.m.,uchicago_S_Hassan,kʰawāhišmaⁿd.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01969.mp3,,desirous,kʰawāhišmaⁿd
v.,uchicago_S_Hassan,kʰay tulin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01970.mp3,,"polish, rub, sparkle, shine",kʰay tulin
n.,uchicago_S_Hassan,kʰay.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01971.mp3,,"ditch, trench",kʰay
n.f.,uchicago_S_Hassan,kʰāy.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01972.mp3,,"rust, corrosion",kʰāy
n.m.,uchicago_S_Hassan,kʰānι mə̄j.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01973.mp3,,spoiling a child by showing affection or praising it even when it is naughty by his mother,kʰānι mə̄j
v.,uchicago_S_Hassan,kʰayāl karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01974.mp3,,"thinking, idea, brain wave",kʰayāl karun
v.,uchicago_S_Hassan,kʰayāl tʰāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01975.mp3,,"to imagine, envision, visualize",kʰayāl tʰāwun
n.,uchicago_S_Hassan,kʰayāl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01976.mp3,,"consideration, thought, opinion, thoughtfulness, selflessness, concern, sympathy, respect",kʰayāl
adj.,uchicago_S_Hassan,kʰuš mizāj.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01977.mp3,,"soft spoken, peaceful, softhearted, sympathetic, kind",kʰuš mizāj
n.f.,uchicago_S_Hassan,kʰayānat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01978.mp3,,"forgery, cheating, fixing",kʰayānat
n.m.,uchicago_S_Hassan,kʰazānι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01979.mp3,,"treasure, wealth",kʰazānι
n.m.,uchicago_S_Hassan,kʰɔḍ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01980.mp3,,"cavity, hollow space, hole, void, opening, fissure",kʰɔḍ
n.m.,uchicago_S_Hassan,kʰam.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01981.mp3,,a pillar for support,kʰam
adj.,uchicago_S_Hassan,kʰɔdgarιz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01982.mp3,,"selfish, self-centered, self-seeking, self-interested, egotistic",kʰɔdgarιz
n.,uchicago_S_Hassan,kʰrɔkʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01983.mp3,,snoring,kʰrɔkʰ
adj.,uchicago_S_Hassan,kʰɔkʰur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01984.mp3,,hallow,kʰɔkʰur
v.,uchicago_S_Hassan,kʰɔkʰιš karin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01985.mp3,,"crawl, creep, move slowly",kʰɔkʰιš karin
n.,uchicago_S_Hassan,kʰɔnwaṭʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01986.mp3,,elbow,kʰɔnwaṭʰ
n.m.,uchicago_S_Hassan,kʰɔrbanι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01987.mp3,,"boot, walking boot",kʰɔrbanι
n.m.,uchicago_S_Hassan,kʰɔrbān māz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01988.mp3,,meat which is sacrificed in Eid,kʰɔrbān māz
n.,uchicago_S_Hassan,kʰɔr-nʸuṭʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01989.mp3,,big-toe,kʰɔr-nʸuṭʰ
n.m.,uchicago_S_Hassan,kʰɔr-ungι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01990.mp3,,toe,kʰɔr-ungι
v.,uchicago_S_Hassan,khɔš karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01991.mp3,,"amuse to, entertain, engross",khɔš karun
adj.,uchicago_S_Hassan,kʰɔš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01992.mp3,,"happy, pleased, cheery, content",kʰɔš
adj.,uchicago_S_Hassan,kʰɔš-šǝkīl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01993.mp3,,"beautiful woman, good-looking, gorgeous, fine-looking, attractive",kʰɔš-šǝkīl
conj.,uchicago_S_Hassan,kʰɔtι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01994.mp3,,"than, in comparison",kʰɔtι
adj.,uchicago_S_Hassan,kʰɔʦιbuḍ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01995.mp3,,"gutless, cowardly, spiritless",kʰɔʦιbuḍ
adj.,uchicago_S_Hassan,kǝzah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01996.mp3,,not offered on time,kǝzah
adj.,uchicago_S_Hassan,kʰǝjil.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01997.mp3,,"ashamed, feeling shame, feeling guilty",kʰǝjil
n.,uchicago_S_Hassan,kʰen.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01998.mp3,,"food, supplies",kʰen
adj.,uchicago_S_Hassan,kʰǝⁿḍpʰuṭ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/01999.mp3,,"cracked, not working, smashed, damaged, destroyed, shattered",kʰǝⁿḍpʰuṭ
n.m.,uchicago_S_Hassan,kʰenʸ samān.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02000.mp3,,"food stuff, food, necessities, rations, provisions",kʰenʸ samān
n.f.,uchicago_S_Hassan,kʰǝr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02001.mp3,,scald-head,kʰǝr
n.f.,uchicago_S_Hassan,kʰǝrin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02002.mp3,,"ass, donkey",kʰǝrin
n.f.,uchicago_S_Hassan,kʰalal.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02003.mp3,,"disturbance, trouble, uproar",kʰalal
adj.,uchicago_S_Hassan,kʰͻluk.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02004.mp3,,"sweet-hearted, virtuous, well-behaved, polite",kʰͻluk
n.m.,uchicago_S_Hassan,kʰǝzιr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02005.mp3,,date (fruit),kʰǝzιr
n.f.,uchicago_S_Hassan,kʰilahιr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02006.mp3,,sandals,kʰilahιr
n.f.,uchicago_S_Hassan,kʰin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02007.mp3,,mucus,kʰin
n.m.,uchicago_S_Hassan,kʰocʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02008.mp3,,"boat, dinghy, commuter boat, ferry",kʰocʰ
n.m.,uchicago_S_Hassan,ʦorι-kʰoḍ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02009.mp3,,occipital region of head (occipit),ʦorι-kʰoḍ
n.m.,uchicago_S_Hassan,kʰodah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02010.mp3,,"God, Deity",kʰodah
n.m.,uchicago_S_Hassan,kʰōf.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02011.mp3,,"fear, dread, terror",kʰōf
adj.,uchicago_S_Hassan,kʰōfzad.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02012.mp3,,"fearful, frightened, afraid, dreadful",kʰōfzad
n.m.,uchicago_S_Hassan,kʰōprι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02013.mp3,,cocconut,kʰōprι
adj.,uchicago_S_Hassan,kʰōfnāk.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02014.mp3,,"terrible, dreadful, awful",kʰōfnāk
adj.,uchicago_S_Hassan,kʰol.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02015.mp3,,"broad, big, open, wide, large",kʰol
v.,uchicago_S_Hassan,kʰōlun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02016.mp3,,"open, unlock, unbolt, release",kʰōlun
v.,uchicago_S_Hassan,kʰolāwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02017.mp3,,to open,kʰolāwun
n.,uchicago_S_Hassan,kʰolʸ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02018.mp3,,"flock, group",kʰolʸ
adj.,uchicago_S_Hassan,kʰor.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02019.mp3,,"bald, hairless, balding, thin on top",kʰor
n.m.,uchicago_S_Hassan,kʰͻr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02020.mp3,,feet,kʰͻr
n.f.,uchicago_S_Hassan,kʰeʦιr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02021.mp3,,a kind of dish of rice and moong,kʰeʦιr
adj.,uchicago_S_Hassan,kʰoš āsun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02022.mp3,,"be pleased, satisfied, happy, delighted",kʰoš āsun
adj.,uchicago_S_Hassan,kʰoš andāz.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02023.mp3,,"soothing, peaceful, restful, beautiful, graceful",kʰoš andāz
v.,uchicago_S_Hassan,kʰoš sapdun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02024.mp3,,to be happy,kʰoš sapdun
n.m.,uchicago_S_Hassan,kʰōs.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02025.mp3,,bowl,kʰōs
v.,uchicago_S_Hassan,kʰōj karin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02026.mp3,,discover,kʰōj karin
v.,uchicago_S_Hassan,kʰōl.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02027.mp3,,open,kʰōl
v.,uchicago_S_Hassan,kʰalan.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02028.mp3,,"stir, mix, blend",kʰalan
adj.,uchicago_S_Hassan,kʰoš.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02029.mp3,,left-handed,kʰoš
n.m.,uchicago_S_Hassan,kʰošik.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02030.mp3,,land,kʰošik
adj.,uchicago_S_Hassan,kʰoṭ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02031.mp3,,"counterfeit, fake, imitation",kʰoṭ
n.,uchicago_S_Hassan,kʰot.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02032.mp3,,"cupboard, sideboard, storeroom, closet",kʰot
adj.,uchicago_S_Hassan,kʰͻsur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02033.mp3,,"dry scalp, dry skin",kʰͻsur
adj.,uchicago_S_Hassan,kʰōʦwun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02034.mp3,,"terrible, dreadful, awful",kʰōʦwun
n.m.,uchicago_S_Hassan,kʰōw.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02035.mp3,,"glutton, foodie, food lover",kʰōw
adj.,uchicago_S_Hassan,kʰōwur.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02036.mp3,,left,kʰōwur
n.m.,uchicago_S_Hassan,kʰrāj.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02037.mp3,,"tax, toll, tariff",kʰrāj
v.,uchicago_S_Hassan,kʰraⁿg karun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02038.mp3,,"threaten, pressure, terrorize, make threats",kʰraⁿg karun
n.m.,uchicago_S_Hassan,kʰraⁿg.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02039.mp3,,"threat, risk, menace",kʰraⁿg
v.,uchicago_S_Hassan,kʰrɔkʰ kaḍin.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02040.mp3,,to snore,kʰrɔkʰ kaḍin
n.f.,uchicago_S_Hassan,kʰrιⁿʦʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02041.mp3,,"rat, mouse",kʰrιⁿʦʰ
adj.,uchicago_S_Hassan,kʰūbsūrat.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02042.mp3,,"beautiful, good-looking, gorgeous, fine-looking, attractive, handsome",kʰūbsūrat
v.,uchicago_S_Hassan,kʰulah diyun.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02043.mp3,,"to divorce, separate, dissociate, break apart",kʰulah diyun
n.m.,uchicago_S_Hassan,kʰulah.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02044.mp3,,"divorce, separation, break up",kʰulah
n.m.,uchicago_S_Hassan,kʰulāsι.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02045.mp3,,"abstract, summary, extract, short version",kʰulāsι
adj.,uchicago_S_Hassan,kʰūnkʰwār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02046.mp3,,"ferocious, cruel, wild",kʰūnkʰwār
n.f.,uchicago_S_Hassan,kʰūr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02047.mp3,,heel of foot,kʰūr
n.m.,uchicago_S_Hassan,kʰūr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02048.mp3,,"oar, flat blade for rowing a boat",kʰūr
n.m.,uchicago_S_Hassan,nə̄vid kʰūr.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02049.mp3,,"barbar’s razor, shaver, blade, straight razor",nə̄vid kʰūr
n.,uchicago_S_Hassan,kʰurākʰ.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02050.mp3,,"food, supplies, provisions, stores",kʰurākʰ
adj.,uchicago_S_Hassan,kʰušbudār.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02051.mp3,,fragrant,kʰušbudār
n.f.,uchicago_S_Hassan,kʰušī.mp3,https://dsal.uchicago.edu/dictionaries/hassan/audio/02052.mp3,,"joy, happiness, pleasure, thrill",kʰušī
